GEND,SCHOOL,ZIP3,CONFUNI,CONFCHOIC,WAVERG2,AVG,PREF,ACCEPTED,DIST
120,10310,,181.0,3.0,720,72.0,4,0,
120,11099,M4N,,,818,81.83333333333333,3,0,80.341
120,10874,M4G,178.0,1.0,868,86.83333333333333,3,0,79.543
119,10531,M2J,190.0,5.0,907,90.66666666666667,3,0,85.743
119,10618,K2H,193.0,2.0,885,87.16666666666667,1,0,501.485
120,11012,N3S,178.0,1.0,845,84.5,4,0,35.553
120,10412,L1E,178.0,2.0,808,80.5,4,0,132.428
119,11030,M5N,191.0,1.0,943,92.5,5,0,78.768
120,10600,M2J,178.0,1.0,880,87.33333333333333,5,0,85.743
120,10556,K0L,191.0,1.0,868,86.83333333333333,2,0,274.237
119,10585,N0B,197.0,1.0,783,78.33333333333333,3,0,65.281
120,10757,L0G,190.0,5.0,800,80.0,3,0,111.191
119,10660,L1K,191.0,2.0,955,93.83333333333333,3,0,134.016
120,11168,K1M,178.0,1.0,897,88.16666666666667,4,0,522.064
120,10275,N3C,197.0,2.0,842,86.0,3,0,48.89
120,10619,N2V,194.0,3.0,783,72.5,4,0,76.332
120,11101,N5X,177.0,3.0,832,83.16666666666667,2,0,132.204
120,10850,K7M,,,0,78.8,2,0,323.122
120,10977,K9A,181.0,2.0,955,94.0,4,0,186.245
119,10215,L9C,178.0,8.0,840,80.33333333333333,2,0,6.603
120,10215,L9B,178.0,1.0,873,86.66666666666667,5,0,14.672
119,11140,M2H,194.0,1.0,980,98.0,6,0,86.654
120,10215,L9B,178.0,1.0,858,84.5,3,0,14.672
120,10238,222,194.0,1.0,915,91.5,6,0,
120,11164,331,190.0,3.0,773,77.33333333333333,2,0,
119,10215,L9C,178.0,5.0,812,69.25,9,0,6.603
120,11180,M1K,178.0,6.0,857,85.66666666666667,1,0,94.663
120,10625,N6K,179.0,1.0,873,86.66666666666667,2,0,140.592
120,10529,K0K,,,883,88.33333333333333,3,0,273.902
120,10990,K9H,178.0,1.0,910,86.66666666666667,4,0,213.457
120,10381,N9G,177.0,1.0,878,86.16666666666667,2,0,297.078
119,10898,L4G,178.0,1.0,889,86.66666666666667,3,0,119.227
120,11168,K2C,,,778,70.5,7,0,513.603
120,10837,L6P,178.0,1.0,837,83.66666666666667,2,0,77.8
120,11168,K2J,197.0,4.0,803,79.5,2,0,497.219
120,10458,M3B,194.0,2.0,910,84.5,6,0,85.419
120,10725,L5L,194.0,4.0,945,93.5,1,0,43.375
120,10789,K7G,191.0,1.0,958,95.83333333333333,2,0,356.08
119,10908,L2N,191.0,1.0,880,88.0,2,0,69.576
120,10757,L4E,191.0,1.0,853,85.33333333333333,4,0,111.505
119,10863,N4W,178.0,1.0,908,90.83333333333333,3,0,118.797
120,11168,K2A,178.0,3.0,865,84.5,7,0,509.41
120,11225,M8Y,199.0,4.0,850,85.0,5,0,59.419
119,10802,M3A,178.0,2.0,877,86.5,7,0,84.442
120,11168,K1K,178.0,1.0,897,86.0,2,0,521.861
120,10616,N6E,,,0,68.8,3,0,122.771
120,10892,L6P,190.0,3.0,918,90.33333333333333,4,0,77.8
119,10850,K7M,,,840,84.0,1,0,323.122
119,10375,N1R,178.0,1.0,928,90.33333333333333,3,0,37.191
120,10247,M4N,178.0,1.0,913,91.33333333333333,3,0,80.341
120,10545,N0L,179.0,1.0,810,81.0,3,0,148.182
120,10525,L4T,190.0,3.0,808,,2,0,70.8
120,10683,P0A,,,795,75.66666666666667,4,0,360.073
120,10978,L3T,190.0,3.0,882,85.83333333333333,1,0,96.043
120,10837,L6P,178.0,2.0,785,78.5,3,0,77.8
120,11099,M3A,197.0,5.0,815,73.83333333333333,1,0,84.442
120,10824,M9B,178.0,1.0,843,82.0,3,0,57.793
119,11099,M2L,194.0,1.0,900,86.5,6,0,82.967
119,10410,L5K,191.0,1.0,902,85.66666666666667,4,0,41.652
119,10407,L0M,194.0,1.0,958,95.16666666666667,2,0,153.369
120,10564,M1K,199.0,7.0,750,75.8,3,0,94.663
119,10542,K6V,191.0,1.0,968,94.83333333333333,3,0,405.341
120,10492,L4J,,,873,87.33333333333333,5,0,89.771
120,10383,K7M,191.0,1.0,912,91.16666666666667,2,0,323.122
120,10558,L4J,178.0,1.0,922,92.16666666666667,3,0,89.771
120,10530,N2C,178.0,1.0,838,83.83333333333333,4,0,61.605
119,10535,L3Y,194.0,1.0,873,87.33333333333333,4,0,123.68
120,10852,M1T,194.0,1.0,850,84.33333333333333,2,0,88.169
119,10698,M4H,194.0,1.0,957,95.66666666666667,6,0,79.466
119,10599,M1C,,,855,85.5,3,0,102.72
120,10262,K2S,199.0,5.0,780,75.83333333333333,1,0,446.701
120,10423,M2L,191.0,1.0,900,86.33333333333333,2,0,82.967
119,10477,M1C,194.0,8.0,835,79.5,4,0,102.72
119,10702,L4N,191.0,1.0,937,92.33333333333333,2,0,149.33
120,10253,N2K,,,792,79.16666666666667,3,0,71.053
120,10213,L8N,178.0,1.0,938,93.83333333333333,2,0,5.496
120,10874,M4W,194.0,1.0,892,88.66666666666667,3,0,78.844
119,10988,M4X,177.0,13.0,742,74.16666666666667,15,0,71.307
120,11061,L6V,194.0,1.0,988,97.5,5,0,69.392
119,10814,K2A,,,988,95.16666666666667,2,0,509.41
120,10681,L4R,178.0,1.0,845,84.16666666666667,2,0,200.433
120,10578,L6C,194.0,2.0,897,88.16666666666667,3,0,101.898
119,10978,M2H,178.0,1.0,937,93.16666666666667,5,0,86.654
119,10681,L0K,191.0,1.0,900,90.0,2,0,197.873
120,10896,L1V,,,823,82.33333333333333,1,0,105.068
120,10220,L5M,178.0,1.0,822,82.16666666666667,3,0,44.036
119,11030,M4V,197.0,4.0,763,76.33333333333333,3,0,82.1
120,10302,L6M,,,718,67.66666666666667,3,0,29.132
120,10913,M1S,178.0,1.0,950,90.33333333333333,4,0,92.454
120,10469,P1L,178.0,1.0,925,91.83333333333333,2,0,238.548
119,10851,L5J,194.0,1.0,903,88.66666666666667,2,0,38.646
120,10971,K2B,194.0,3.0,798,78.83333333333333,6,0,506.394
120,10881,P6B,178.0,1.0,900,87.83333333333333,4,0,739.287
120,10851,L5H,191.0,1.0,920,92.0,3,0,46.357
120,10666,L7L,,,757,71.0,5,0,21.04
120,10673,N9J,197.0,1.0,750,75.0,2,0,304.344
120,10423,L6H,191.0,1.0,920,91.83333333333333,2,0,35.959
120,10719,M2P,194.0,1.0,893,88.66666666666667,2,0,79.187
120,10567,L3R,191.0,1.0,892,87.16666666666667,2,0,101.274
120,10237,L1C,178.0,1.0,900,90.0,3,0,142.509
119,10702,L4N,191.0,1.0,867,82.33333333333333,2,0,149.33
120,10926,L5L,,,793,79.33333333333333,3,0,43.375
120,10523,N5P,179.0,1.0,868,83.83333333333333,3,0,135.109
120,10750,L3Y,194.0,1.0,930,92.16666666666667,2,0,123.68
120,11141,M2L,,,888,87.0,2,0,82.967
120,10302,L6M,194.0,1.0,850,85.0,3,0,29.132
120,10927,L1H,191.0,1.0,872,87.16666666666667,2,0,129.2
120,10290,N1T,194.0,2.0,907,89.33333333333333,4,0,48.217
120,11158,M4R,,,888,88.33333333333333,3,0,91.6
120,10303,L4H,190.0,5.0,822,82.16666666666667,2,0,82.229
120,10302,L6M,178.0,1.0,953,94.33333333333333,3,0,29.132
119,10504,N2T,194.0,5.0,917,91.66666666666667,6,0,76.219
120,10434,L5C,194.0,1.0,795,79.5,2,0,49.547
120,10528,N1G,178.0,1.0,903,90.33333333333333,3,0,47.319
120,10528,N1L,178.0,1.0,938,92.66666666666667,5,0,43.773
120,10725,L5M,194.0,2.0,918,90.16666666666667,5,0,44.036
120,10302,L6M,,,618,61.833333333333336,1,0,29.132
120,10725,L5M,197.0,3.0,750,75.0,1,0,44.036
120,10458,M2L,,,772,77.16666666666667,3,0,82.967
119,11159,M9M,194.0,1.0,895,88.16666666666667,7,0,68.176
119,10222,M8Y,191.0,1.0,893,88.66666666666667,5,0,59.419
120,10755,L7G,191.0,1.0,828,82.83333333333333,2,0,58.494
120,11238,L8S,194.0,1.0,863,86.33333333333333,2,0,0.836
119,10827,K0H,178.0,3.0,875,87.5,4,0,339.69
120,10442,M5M,,,753,75.33333333333333,4,0,77.704
120,10600,M1W,178.0,2.0,872,87.16666666666667,1,0,90.18
120,10981,K0K,,,973,96.66666666666667,1,0,273.902
119,10650,L4Y,178.0,4.0,940,93.33333333333333,1,0,53.716
120,11067,K4P,199.0,4.0,770,76.16666666666667,2,0,490.578
120,11185,N5A,,,825,81.16666666666667,2,0,105.998
120,10316,L4Z,178.0,4.0,892,87.16666666666667,5,0,50.891
120,11237,K0C,191.0,1.0,817,81.66666666666667,3,0,496.986
120,10582,L4P,,,660,66.0,2,0,141.741
119,10594,L8R,,,853,78.33333333333333,3,0,5.061
120,10641,L0S,199.0,1.0,845,84.5,2,0,79.807
119,10935,M2H,194.0,2.0,840,83.2,4,0,86.654
119,10578,L3P,194.0,6.0,813,80.33333333333333,5,0,106.86
120,10443,N8X,177.0,1.0,778,75.33333333333333,3,0,301.546
120,10699,L0L,191.0,1.0,910,90.33333333333333,3,0,172.542
120,10611,L2R,178.0,1.0,922,92.16666666666667,2,0,68.5
120,10442,M5N,191.0,1.0,862,86.16666666666667,3,0,78.768
119,10346,N6A,194.0,1.0,952,94.33333333333333,5,0,129.213
120,10709,L8E,178.0,1.0,885,86.66666666666667,3,0,34.328
119,10462,L5N,191.0,2.0,933,91.16666666666667,5,0,47.066
120,10709,L8E,178.0,1.0,982,96.66666666666667,3,0,34.328
120,10996,M8Z,194.0,1.0,878,87.83333333333333,4,0,56.791
120,10237,L1C,191.0,1.0,918,91.83333333333333,3,0,142.509
120,10913,M1S,194.0,1.0,835,82.0,3,0,92.454
120,11011,L7T,191.0,1.0,937,93.16666666666667,2,0,13.14
119,10738,L6H,179.0,3.0,928,91.83333333333333,5,0,35.959
120,10637,L0C,191.0,1.0,858,85.83333333333333,2,0,163.591
120,10474,L6H,191.0,1.0,958,94.0,4,0,35.959
119,10977,K0K,,,950,94.5,4,0,273.902
120,11024,L9C,,,930,92.33333333333333,4,0,6.603
120,10837,M9V,190.0,4.0,798,77.16666666666667,3,0,68.4
120,10874,M4G,178.0,1.0,828,80.66666666666667,4,0,79.543
120,10385,M2H,191.0,3.0,928,89.0,2,0,86.654
119,10658,K7H,191.0,1.0,950,95.0,8,0,390.017
120,11065,P4P,194.0,2.0,927,99.0,1,0,745.155
120,10713,N1R,191.0,1.0,988,98.83333333333333,3,0,37.191
120,10410,L5K,190.0,1.0,900,86.5,3,0,41.652
120,10720,L0M,178.0,1.0,868,86.83333333333333,2,0,153.369
120,10423,M4N,,,937,92.33333333333333,4,0,80.341
120,10937,L4C,194.0,1.0,898,89.83333333333333,3,0,96.7
119,10934,L1M,,,790,79.0,3,0,134.784
120,10552,M1T,194.0,1.0,885,87.66666666666667,4,0,88.169
119,10289,N0H,197.0,2.0,915,87.83333333333333,5,0,198.367
120,10233,,,,867,86.33333333333333,4,0,
120,10853,L9T,194.0,5.0,730,73.0,3,0,36.861
120,10853,L9T,178.0,1.0,880,88.0,3,0,36.861
